Product ID,Product Name,Product URL,Product Image Url,price,Currency,Spec UPC,Spec MPN,Spec BRAND,Spec ISBN,SKU,Product Tags,blacklisted,Product Group
80,RICH & MOIST PRESSED POWDER - Desert 11,http://www.gadecosmetics.co.il/makeup/face/face-powders/rich-moist-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/11_2_0.jpg,74.9,ILS,,,,,100600011,,FALSE,91
81,RICH & MOIST PRESSED POWDER - Ideal Beige 12,http://www.gadecosmetics.co.il/makeup/face/face-powders/rich-moist-pressed-powder,https://www.gadecosmetics.co.il/sites/gade-he/files/12_0_0.jpg,74.9,ILS,,,,,100600012,,FALSE,91
886,LONGEVITY COLLAGEN - Ivory Beige 500,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-collagen-foundation-spf-20,https://www.gadecosmetics.co.il/sites/gade-he/files/500%20LONGEVITY%20COLLAGEN%20FOUNDATION_0.jpg,109.9,ILS,,,,,114400500,,FALSE,92
83,LONGEVITY COLLAGEN - Soft Beige 501,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-collagen-foundation-spf-20,https://www.gadecosmetics.co.il/sites/gade-he/files/501%20LONGEVITY%20COLLAGEN%20FOUNDATION_1.jpg,109.9,ILS,,,,,114400501,,FALSE,92
84,LONGEVITY COLLAGEN - Cool Beige 502,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-collagen-foundation-spf-20,https://www.gadecosmetics.co.il/sites/gade-he/files/502%20LONGEVITY%20COLLAGEN%20FOUNDATION_0.jpg,109.9,ILS,,,,,114400502,,FALSE,92
85,LONGEVITY COLLAGEN - Warm Beige 503,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-collagen-foundation-spf-20,https://www.gadecosmetics.co.il/sites/gade-he/files/503%20LONGEVITY%20COLLAGEN%20FOUNDATION.jpg,109.9,ILS,,,,,114400503,,FALSE,92
86,LONGEVITY COLLAGEN - Desert Beige 504,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-collagen-foundation-spf-20,https://www.gadecosmetics.co.il/sites/gade-he/files/504%20LONGEVITY%20COLLAGEN%20FOUNDATION.jpg,109.9,ILS,,,,,114400504,,FALSE,92
619,LONGEVITY RADIANT LIFTING - Suntan Beige 604,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-radiant-lifting-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/604%20LONGEVITY%20FOUNDATION_0_0.jpg,109.9,ILS,,,,,115200604,,FALSE,93
88,LONGEVITY RADIANT LIFTING - Fresh Beige 601,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-radiant-lifting-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/601%20LONGEVITY%20FOUNDATION_0.jpg,109.9,ILS,,,,,115200601,,FALSE,93
89,LONGEVITY RADIANT LIFTING - Honey Beige 602,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-radiant-lifting-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/602%20LONGEVITY%20FOUNDATION_0.jpg,109.9,ILS,,,,,115200602,,FALSE,93
90,LONGEVITY RADIANT LIFTING - Sunny Beige 603,http://www.gadecosmetics.co.il/makeup/face/foundations/longevity-radiant-lifting-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/603%20LONGEVITY%20FOUNDATION.jpg,109.9,ILS,,,,,115200603,,FALSE,93
91,IDYLLIC MOISTURE-RICH - Warm Ivory 300,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-moisture-rich-long-wear-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/300%20IDYLLIC%20MOISTURE%20RICH%20FOUNDATION_2.jpg,109.9,ILS,,,,,114800300,,FALSE,94
92,IDYLLIC MOISTURE-RICH - Natural Beige 301,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-moisture-rich-long-wear-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/301%20IDYLLIC%20MOISTURE%20RICH%20FOUNDATION_1.jpg,109.9,ILS,,,,,114800301,,FALSE,94
93,IDYLLIC MOISTURE-RICH - Tender Beige 302,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-moisture-rich-long-wear-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/302%20IDYLLIC%20MOISTURE%20RICH%20FOUNDATION_1.jpg,109.9,ILS,,,,,114800302,,FALSE,94
94,IDYLLIC MOISTURE-RICH - Sunny Beige 303,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-moisture-rich-long-wear-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/303%20IDYLLIC%20MOISTURE%20RICH%20FOUNDATION_1.jpg,109.9,ILS,,,,,114800303,,FALSE,94
95,IDYLLIC MOISTURE-RICH - Suntan Beige 304,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-moisture-rich-long-wear-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/304_IDYLLIC%20MOISTURE%20RICH%20LONG%20WEAR%20FOUNDATION_0.jpg,109.9,ILS,,,,,114800304,,FALSE,94
96,IDYLLIC MATTE VELVET - IVORY NUDE 105,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-matte-velvet-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20MATTE%20VELVET%20FOUNDATION_3.jpg,99.9,ILS,,,,,115300105,,FALSE,95
97,IDYLLIC MATTE VELVET - PURE BEIGE 106,http://www.gadecosmetics.co.il/makeup/face/foundations/idyllic-matte-velvet-foundation,https://www.gadecosmetics.co.il/sites/gade-he/files/IDYLLIC%20MATTE%20VELVET%20FOUNDATION_4.jpg,99.9,ILS,,,,,115300106,,FALSE,95
